epoch,binary_accuracy,loss,val_binary_accuracy,val_loss
0,0.8229674970467464,0.42374757834111626,0.9545679293199808,0.14665410296824705
1,0.9531571028766805,0.1513976549432189,0.9619892173544228,0.11850606209184404
2,0.9600533455677956,0.12281789861895838,0.9662468860290481,0.10801642165379387
3,0.964241360079421,0.10903423767957067,0.9681572479977413,0.09574609172950203
4,0.9664511139378414,0.101640752043623,0.9699456741487853,0.08931339640673448
5,0.967734048395424,0.09696359497288427,0.9710990044886136,0.0860715333219725
6,0.9688277308865084,0.0936544589292227,0.9714478813281371,0.08473729558164686
7,0.9697308949364757,0.09085598854343833,0.9720812809847194,0.08233286832686802
8,0.970121647240446,0.08899965544317953,0.9707738360070676,0.0845270200161905
9,0.970751919049733,0.08701875477318598,0.9719644265760963,0.08212345818761448
10,0.9712508143709069,0.08534661193577789,0.9727146832642678,0.07935170751850774
11,0.971785617519923,0.0838634307037286,0.9728891223623829,0.07961731986884645
12,0.9720627332076622,0.08276059159714332,0.973476795759476,0.07782902437430413
13,0.9723812491716894,0.08155867548054542,0.973595345056473,0.07697329094155786
14,0.9729076017041174,0.0800588878955943,0.9734039735359922,0.07697716412418529
15,0.9732278088427782,0.0788611030935068,0.9722557213490939,0.07991822678397928
16,0.9736460185610463,0.0778432433633733,0.9729670259044456,0.07829179784370663
17,0.9739248245435623,0.07670672212915607,0.9735631671407696,0.07672585727299291
18,0.9743937272225971,0.07524694731482992,0.9737020416216351,0.07634368707879541
19,0.974754486342978,0.07413743602437652,0.9735801060753274,0.07598399465878201
20,0.9751160905317859,0.0727367603292662,0.9742778619251049,0.07511639771403601
21,0.9754954370290019,0.07162670037348914,0.9737122048919227,0.07647416399218063
22,0.9758236673995457,0.0702759514687573,0.9742372155370408,0.07522375112306186
23,0.9763534015367467,0.06887595111576109,0.9730110611647865,0.07867160779233225
24,0.9768924281779425,0.06720963149648061,0.9742507637903796,0.07536678913873317
25,0.9771349043398532,0.06613025765437393,0.9743151200740218,0.07482323637839876
26,0.9777284255540344,0.06476572439649807,0.9743879432924238,0.07514987291827549
27,0.9782573140813581,0.06308620239281569,0.9740339845011918,0.07515050353247768
28,0.9785994868626836,0.0616048013849253,0.9742372150848053,0.07499689297900396
29,0.9789260284048784,0.06022406306349017,0.9740255174759849,0.07539852982180614
30,0.979613751894953,0.058387835782210226,0.9742947971513312,0.07660972761705359
31,0.9824563157007967,0.050428596801102656,0.97542949891416,0.07213315853286585
32,0.9833396268919685,0.04786274415905461,0.9753854648296316,0.0726296096667082
33,0.9838334536525357,0.0462415412704289,0.9754074835451673,0.07309407320817612
