epoch,acc,loss,lr,val_acc,val_loss
0,0.9436184745862963,0.17612279389678684,0.002,0.9463498178159216,0.17565657926286085
1,0.9468268175608143,0.16133274532991157,0.002,0.9483972505218169,0.15672470211557532
2,0.9484618264594181,0.15242982802382687,0.002,0.9490920812703292,0.19987427637696112
3,0.9504209506295757,0.14460310236779686,0.002,0.9520937527354744,0.14096271332677082
4,0.952277722403204,0.13671050489465658,0.002,0.9551510079361585,0.12963037181031997
5,0.9541121861207327,0.13030508155773174,0.002,0.9495275120172365,0.17854967282749182
6,0.9565542007182896,0.12355348211270863,0.002,0.9592551408265506,0.12146036083944113
7,0.9581957708559822,0.11906021013970908,0.002,0.956800074722671,0.13789454120683609
8,0.959338701666595,0.11559062704805825,0.002,0.960125998393107,0.12211383581741311
9,0.9602598696240829,0.11294203264603263,0.002,0.961385956224919,0.11552488817585736
10,0.9613909907325586,0.1098413153473809,0.002,0.9622568102816818,0.10875552477346474
11,0.961775466552816,0.10840719698639802,0.002,0.9604409869388228,0.11387837986653881
12,0.962239987709943,0.1072736423998216,0.002,0.963442655744565,0.10466026536028364
13,0.9631650930210123,0.10455609205422449,0.002,0.9652770089577454,0.09818834456024467
14,0.9638238196602145,0.10243041850548451,0.002,0.9652399517991973,0.09742683977970971
15,0.9638369410193133,0.10203782477958358,0.002,0.9656661142480358,0.11167173277968408
16,0.9640403339758318,0.10147390809054807,0.002,0.9657587575850629,0.10436398874190377
17,0.9646426353700919,0.09992192162472982,0.002,0.9630720803709809,0.10970656892089065
18,0.9654260223020545,0.09784746628091635,0.002,0.9669168089150455,0.10196391862615382
19,0.9660768758108786,0.09622425555407609,0.002,0.9648045257526303,0.10849697154049125
20,0.96742582320072,0.09216222019629523,0.001,0.9685195522394935,0.09114292763589112
21,0.9674376339299571,0.09135333413143426,0.001,0.9682138254051852,0.10338282241895505
22,0.9683338693742535,0.08931173013782118,0.001,0.969436728042078,0.09188317504413088
23,0.9680373103700002,0.0901543640740982,0.001,0.9697609820718431,0.08583216145344745
0,0.9685385741563619,0.08870943220564334,0.001,0.968380585394017,0.09179708801316225
1,0.968584500990402,0.08861144158189713,0.001,0.9697239253307595,0.08590455134477751
2,0.9686763554512545,0.08809591826929791,0.001,0.9697887738545735,0.0874815622714243
3,0.969038523745387,0.08716819868754792,0.001,0.969483050700137,0.08937665750157818
4,0.9692799697573339,0.08685506421701858,0.001,0.9697146603260214,0.09359868163902473
5,0.9692629113074512,0.08622565368952725,0.001,0.9697424530828355,0.08943066263013313
6,0.9693468923882681,0.08598091595895115,0.001,0.9706688939365431,0.08701083328473429
7,0.9702155729493304,0.08354029140220302,0.0005,0.9704928704427529,0.08360977406129144
8,0.9702575632948307,0.08284276458381551,0.0005,0.9710672651128855,0.08179446434657707
9,0.9706354785286128,0.08218287948650253,0.0005,0.9717713591344316,0.08155393971736638
10,0.9708493677761342,0.08134908601545843,0.0005,0.9715675425282093,0.08188458467929124
11,0.9707155224748462,0.08199272679095405,0.0005,0.971132115322019,0.08206154104568615
12,0.9706853422125392,0.08202579017227199,0.0005,0.9716138642121845,0.08080333210769484
13,0.9709609052381303,0.08102305562221693,0.0005,0.9720214981358648,0.08104487003519377
14,0.9709700911292192,0.08106693273219467,0.0005,0.9714007829104571,0.08119818274265134
15,0.971046199276756,0.0810065449727345,0.0005,0.9716601857879282,0.08007597727302447
16,0.9713152008179805,0.08030339624850033,0.0005,0.9716879773232724,0.08097965454081153
17,0.9709687789992222,0.08083786910915329,0.0005,0.9719010611607097,0.07996827536751788
18,0.9716655596114538,0.07950987134297301,0.0005,0.9720678196188386,0.08054600106177781
19,0.9714083672511515,0.0797878728576094,0.0005,0.9714285757445794,0.08068194666879805
20,0.9711039360691607,0.08009713750856683,0.0005,0.9723828101745685,0.08231713379094263
21,0.9716183199247238,0.07961683346247189,0.0005,0.9713081389858874,0.08226155926667918
22,0.971613071321517,0.0792562907113604,0.0005,0.9723086954863928,0.08296654108433409
23,0.9721143341618079,0.07777297692237928,0.00025,0.9725866271054853,0.07891868846503058
0,0.9721628849120153,0.07730100510594916,0.00025,0.9720770850255795,0.07840907005484465
1,0.9721983151900653,0.0776262459667739,0.00025,0.9719659110451487,0.07946731173922579
