epoch,acc,loss,lr,val_acc,val_loss
0,0.9477020603727356,0.15987024646325348,0.002,0.9424587649594022,0.17027887637049308
1,0.9535899294172986,0.13590905780350648,0.002,0.9531962177632848,0.13854116798606828
2,0.9565279571197208,0.12620713571217582,0.002,0.9534648853053379,0.13300797654806254
3,0.9577496199108184,0.12065963094835923,0.002,0.956901982770665,0.13113116312738213
4,0.9589253564416501,0.11702393346575315,0.002,0.9581434140409477,0.12233378080851683
5,0.9600039893543579,0.11374393120398751,0.002,0.9463868780049524,0.1631659354758479
6,0.9606850250482901,0.11126958811975583,0.002,0.9599962975109907,0.11448923207713163
7,0.9610918078427978,0.10929852385887888,0.002,0.9606170124735505,0.11202381182505462
8,0.9621993089053353,0.10691260045570389,0.002,0.960144526454416,0.11300439753421086
9,0.9627688067868748,0.10527562684663429,0.002,0.956133037906058,0.1256250230158195
10,0.9631139171304397,0.10392616771603111,0.002,0.9610524387365804,0.11366143560208544
11,0.9638435030008048,0.1016165753432645,0.002,0.9521956626079425,0.139893601388319
12,0.9638408784188841,0.10112734179096963,0.002,0.9574856391212819,0.12262161864612817
13,0.9656031698554619,0.09560510605079814,0.001,0.9653696540110152,0.09732745159538185
14,0.966320945719283,0.09391052791759195,0.001,0.9536501786124382,0.12944645744044184
15,0.9669219359712264,0.09205774406647531,0.001,0.9664443242874591,0.09454571066276882
16,0.96719225146451,0.09142317895689206,0.001,0.9665740241336451,0.09525482665201415
17,0.9674888090321374,0.0907980363436746,0.001,0.964498797913315,0.09893314855030694
18,0.9673418430090345,0.09030300763085915,0.001,0.9595979247730221,0.11726153146200143
19,0.9676305282587657,0.0897246630442906,0.001,0.9648786358177739,0.10316022330105072
20,0.9681908394323543,0.08906221448023936,0.001,0.9643413061916287,0.10301049457024662
21,0.9691106961117469,0.08555151196208652,0.0005,0.9696590742093889,0.08672236865712511
22,0.9695515978886895,0.08412985926996397,0.0005,0.9700018570116986,0.08530486973265884
23,0.9695437233567251,0.08447373731427063,0.0005,0.9692977637941581,0.08849389178125157
24,0.9698547155807067,0.0834005512980153,0.0005,0.968834542331374,0.08903354199943839
25,0.9701407769493104,0.08258991976006716,0.0005,0.9662034465490458,0.09715866458864372
26,0.9702391922419158,0.08213886011935403,0.0005,0.9706688944313158,0.08375163795341932
27,0.9706433523181744,0.08121778531533894,0.0005,0.969001300913196,0.08889184950545295
28,0.9708480540934424,0.08026695662633307,0.0005,0.9702705248165997,0.08544594607812421
29,0.970834933319068,0.08081129108225305,0.0005,0.9690661505657102,0.08909842308354594
30,0.9707916311370278,0.08027191155944585,0.0005,0.9680933901308112,0.09070403279613429
31,0.9709215379634655,0.07947436145674093,0.0005,0.9684454349537613,0.08929775292500756
32,0.9716681845372012,0.07808219205942468,0.00025,0.9708171244106714,0.08486214001239042
33,0.9718466425496519,0.0773871158718708,0.00025,0.9714471034193471,0.081459223997964
34,0.9719096302162713,0.07692254531101883,0.00025,0.971493425118784,0.08112941801393388
35,0.9723505312902307,0.07610719553009647,0.00025,0.9719381202055787,0.08024578480443756
36,0.9724279513597164,0.07538899008830578,0.00025,0.971530480622936,0.08105085141927816
37,0.9722875448937989,0.07600767590771014,0.00025,0.9706966898784564,0.08333141264903098
38,0.972446321424951,0.0756908984643416,0.00025,0.9709838828378768,0.08298386796323241
39,0.9723295360079817,0.07575856434427637,0.00025,0.9715675445382234,0.08090205208993917
40,0.972560483462298,0.0753848458846854,0.00025,0.9697887771788274,0.08648785597194185
