epoch,acc,loss,lr,val_acc,val_loss
0,0.9406673223274068,0.25673389836894506,0.01,0.9408745488767958,0.2282147802886023
1,0.9415504372163265,0.16984201853782585,0.01,0.9430609479179333,0.186235421474651
2,0.9457245638619558,0.16328577330127175,0.01,0.9478877075451357,0.19640794910113635
3,0.9470446441290673,0.15959044639756853,0.01,0.9481378460981812,0.17234970812049202
4,0.9472808410472522,0.1582450458476277,0.01,0.9476283042811234,0.16660435667065795
5,0.947885767016863,0.15682341463782545,0.01,0.948276810485256,0.17020608554515704
6,0.9481652679588599,0.15464905024814357,0.01,0.9491198741662982,0.16787654362454643
7,0.9485825491883593,0.15285990362427176,0.01,0.9496016252520174,0.1552843300458986
8,0.9491704178994358,0.15044498712532875,0.01,0.9499629380638034,0.15518737830385934
9,0.9494564789483027,0.14868771401900374,0.01,0.9498795591130486,0.16151639414436622
10,0.9500640298546107,0.1466654535229277,0.01,0.9502593992439844,0.16237296629238065
11,0.9506597726421361,0.14428232442254327,0.01,0.9504354211761484,0.15134132237363263
12,0.9511754685751367,0.1420188638559493,0.01,0.950037053277675,0.15979261791041235
13,0.9513854214107674,0.14010310579823174,0.01,0.9512970142636626,0.14980302136657148
14,0.9519129293278628,0.1382801063657442,0.01,0.951213632823583,0.1406833492654307
15,0.9523722000838105,0.13691008512215264,0.01,0.9537428160585782,0.13953778684603102
16,0.9528157262740454,0.13482488479159882,0.01,0.9526866746629103,0.13706718246644573
17,0.9532815600692444,0.13276777008515733,0.01,0.9545951438321214,0.13433420868969767
18,0.9539954001343688,0.13079097652722627,0.01,0.9558180463453211,0.13301019224250055
19,0.9545872046572818,0.1286526365972754,0.01,0.9557809880271496,0.14200613430849773
20,0.9554112704464115,0.1261240491423113,0.01,0.9575319621194971,0.12173561373611987
21,0.9563521216678406,0.12390997123415169,0.01,0.958801187058831,0.11810815156704411
22,0.9570475901960648,0.12200932318218993,0.01,0.9561423015656328,0.1417295470022042
23,0.957552789689144,0.12028533298035374,0.01,0.9531962172839737,0.14270171505313284
24,0.9582351366677414,0.11872990343718488,0.01,0.9602001150139884,0.11847467974659379
25,0.9586891601125695,0.11732139708305582,0.01,0.9606077475306589,0.11479883290025202
0,0.9590224599020957,0.11621969089223534,0.01,0.961506394684392,0.11350799661936618
1,0.9593859410160683,0.11491967223495136,0.01,0.9613118420624392,0.11171151961836524
2,0.959644445160351,0.11357258878535771,0.01,0.9610061169598353,0.11251231477572915
3,0.9603438508976179,0.11239506096051863,0.01,0.9609042077676795,0.12162031276410037
4,0.9605774229250951,0.1115729252624009,0.01,0.9614508088615309,0.12374342090308899
5,0.9608096844343994,0.11057678084026232,0.01,0.9601445274748845,0.12551415638585034
6,0.9612020330871979,0.1096220366251908,0.01,0.9625810650690675,0.1165854795820209
7,0.9622426125240015,0.10649255705669466,0.005,0.9632481033236137,0.11311652038618439
8,0.9623882668441532,0.10588119439125088,0.005,0.9633685409790811,0.11226514268632684
9,0.9625890344653985,0.10526241474605025,0.005,0.9636094147747747,0.11539758815105168
10,0.9627819284788502,0.10472440495514942,0.005,0.9636372080108999,0.10985107808995959
11,0.9629288957217712,0.10514102204246219,0.005,0.9642486585562641,0.1032325512897489
12,0.963142785129161,0.10429978497438884,0.005,0.9640077840493347,0.10531217884344814
13,0.9634288460422492,0.10332909280865882,0.005,0.9648601108642558,0.1027557229775399
14,0.9636676673145969,0.10275349305326655,0.005,0.9642393970303962,0.10602870660262659
15,0.963771331944052,0.10231094074044723,0.005,0.9641467506628866,0.10466506204020652
16,0.96362961309191,0.10205541047637072,0.005,0.9640077864304282,0.10493017559733372
17,0.9639681619730083,0.10142863135244624,0.005,0.9643598330160059,0.10489747321327372
18,0.9642857159375838,0.10112954398434627,0.005,0.9644154195346412,0.10308422070919462
19,0.9649090136915623,0.09909825180561226,0.0025,0.9647674659965257,0.10439074529593402
20,0.9648801445650022,0.09927538795251668,0.0025,0.9646192349503168,0.1053035161393935
21,0.9651019078079431,0.09861798478822124,0.0025,0.9645080622995874,0.10774756506491263
22,0.9649929942161246,0.0986303383279925,0.0025,0.9644154175555505,0.10877623434737808
23,0.965380095310336,0.09800402003576839,0.0025,0.9648230531336268,0.10944985685104217
24,0.965486383884428,0.09750703966996012,0.00125,0.9650639264036245,0.10606701927194336
0,0.9635233241367617,0.10311567146249906,0.005,0.9642393940617602,0.10507884513775198
1,0.9638343169345177,0.10220607751331301,0.005,0.9636650021128772,0.10779031270827455
2,0.9637044087130637,0.10178675322714072,0.005,0.9633870695970093,0.10776930797927266
3,0.9639484789017853,0.10137387016074945,0.005,0.9641652798992805,0.10636702810550633
4,0.9642542228860964,0.10117542452388346,0.005,0.9651473070087755,0.10326293209802007
5,0.9645245372230714,0.1002285515344563,0.005,0.9640726361911739,0.10963385779067546
6,0.9645796494970649,0.10012235803526952,0.005,0.9648230509071498,0.10283603879650897
7,0.9645389716867074,0.09967148355942836,0.005,0.9641004280048276,0.10905501383867709
8,0.964813221419423,0.09917207029969607,0.005,0.9640633712018974,0.10890320986509323
