epoch,binary_accuracy,loss,lr,val_binary_accuracy,val_loss
0,0.9419603293640217,0.17977121066762367,0.01,0.9533106352204483,0.14807673901863563
1,0.9509033850778418,0.14828460567101587,0.01,0.9585717930996878,0.12675779695201356
2,0.9540932914810665,0.1355411104135055,0.01,0.9555835269285747,0.13467457385745057
3,0.9557731586794908,0.12846599063561118,0.01,0.9625380351142032,0.10936586297368422
4,0.9576412864014028,0.12353412157726021,0.01,0.9650554209645331,0.10687783366526359
5,0.9590512702718874,0.11962581133682515,0.01,0.9646117085133799,0.10599561561556424
6,0.960097896230147,0.11644205397400874,0.01,0.9651550310862234,0.1021136339096462
7,0.9605402444464307,0.11398391452634697,0.01,0.9668212111049443,0.09771970818178165
8,0.9612221964971396,0.1117317789346551,0.01,0.9672287046063018,0.09985732042342123
9,0.9618686028934447,0.10932407426872777,0.01,0.9651278650301224,0.10355137693591823
10,0.962503161095687,0.10777454203435785,0.01,0.9623931512145919,0.11615243460416311
11,0.9630402964640071,0.10621306713669394,0.01,0.9630541905428285,0.10534302520038631
12,0.9632891177674093,0.10450598055266659,0.01,0.9677176938579242,0.0973877537141707
13,0.963852584414762,0.10279542395355637,0.01,0.9656892958083936,0.10262181594756263
14,0.9642528036779023,0.10159234429479735,0.01,0.964548319155014,0.10371583636706548
15,0.9646661873413588,0.10001226533253753,0.01,0.9641679993265783,0.10570304954148693
16,0.9649294890228256,0.09893499809586169,0.01,0.9694110396909423,0.09242472329137291
17,0.9654653090637576,0.09789746236885519,0.01,0.9670657056098536,0.09370588893580872
18,0.965856313283589,0.09658909942795485,0.01,0.9696102607806363,0.09117905985994706
19,0.9662381010539269,0.09580740602854534,0.01,0.9676633589649781,0.09372621351516755
20,0.9661459454179548,0.09561337652116074,0.01,0.9664408895838816,0.09706260109769888
21,0.9666580672954536,0.09393672994001535,0.01,0.9651459750490788,0.100211739313409
22,0.9670767174713452,0.09272835849704943,0.01,0.9645664348563606,0.10656532027114478
23,0.9671333277517278,0.09223290260818566,0.01,0.9681885741787073,0.09670853332198899
24,0.9683471503281657,0.08868835505677057,0.005,0.967871638388953,0.09338323586066886
25,0.9691396888045567,0.086955883106548,0.005,0.9699271997138404,0.08805265604059305
26,0.9695899368598024,0.08576218086915254,0.005,0.9697732569963405,0.08918729776603455
27,0.969570188668582,0.08475857493897448,0.005,0.9691122170635943,0.08829759945431781
28,0.969812427042368,0.08433312212153544,0.005,0.9707784022810977,0.08440243207205382
0,0.9687342047339799,0.08763282081654415,0.01,0.9680799091079898,0.09385850566154078
1,0.9686328324200094,0.08732402150441468,0.01,0.9704795738504576,0.085151020641501
2,0.9688816542155761,0.0868049216034032,0.01,0.9673735923747746,0.09408451603162603
3,0.9691739195885822,0.08644290543725729,0.01,0.968777167506924,0.09306177681285517
4,0.9693687623385939,0.08561417789576645,0.01,0.9678082470961565,0.09234495175356314
5,0.9696978905038544,0.08519539475414613,0.01,0.969157494347671,0.09079833714098766
6,0.9700638804243082,0.0838370541809882,0.01,0.9701807480796597,0.08776702751494324
7,0.9716015636340878,0.0795488293518608,0.005,0.9701626354008611,0.08566366016683424
8,0.9721163201564113,0.07767615395242997,0.005,0.9693204906842772,0.08970232103888935
9,0.9722084759154245,0.07787583141956524,0.005,0.9699724740962712,0.0859251198402283
10,0.9726376585888673,0.07630284007641988,0.005,0.969818537423867,0.08675759639326505
11,0.973323561244572,0.07476514003636985,0.005,0.9709776187765187,0.08546915564225122
12,0.9737356289127027,0.07266574894909977,0.0025,0.9720280412244506,0.08061718067974154
13,0.974255649170247,0.07156361969403727,0.0025,0.9706425711542791,0.08621071389371919
14,0.9744254812593834,0.07148461220157037,0.0025,0.9722272580825775,0.08199608739291679
15,0.9748796765623596,0.07058441124041324,0.0025,0.9725170301133672,0.08149419357701683
16,0.9747835705498966,0.0701515249352088,0.0025,0.9682519619653481,0.0903515457789627
17,0.9751719418474792,0.06972042181804025,0.0025,0.9725623082437573,0.08127427450995174
18,0.9758736421597176,0.06764358160036815,0.00125,0.9721185920446446,0.0823905996857381
19,0.9757143442379764,0.06780853602443077,0.00125,0.9710500612703831,0.08470179014376404
20,0.9759236693347109,0.06769589032726245,0.00125,0.9726800274171887,0.08119096293380487
21,0.9762383158563408,0.06605563211699426,0.00125,0.9732142896004188,0.07853117427254061
22,0.9763739167395963,0.06606507864463508,0.00125,0.9704161888445608,0.08667749350108434
23,0.9761896034638392,0.0663208935681134,0.00125,0.9720823710395163,0.08148493617017419
24,0.9763936640695287,0.06607023309954708,0.00125,0.9723178111999078,0.08195049471352212
25,0.97663458611402,0.06532196553143313,0.00125,0.9720008722667036,0.082136331741938
26,0.9766885615562275,0.06493274105997854,0.00125,0.9728611335309475,0.08096543334530285
27,0.9767004123693087,0.06494640504138831,0.000625,0.9732414557774217,0.0797054220754162
28,0.9772915250430309,0.06379702421406735,0.000625,0.9715209418329699,0.08347131657219561
