epoch,binary_accuracy,loss,val_binary_accuracy,val_loss
0,0.8659767988931041,0.32293315306672493,0.9521628071864446,0.14690400453735933
1,0.9498735181225871,0.156880519232296,0.9516250644669388,0.1428361564846427
2,0.9539732459501098,0.14058170319703336,0.9550104814045357,0.14046118533746763
3,0.9567135783824661,0.13083671310311643,0.9580560051582077,0.12484387356054151
4,0.9586221373821189,0.12397767184125957,0.9580526238138025,0.12183560131004814
5,0.9600702428641777,0.11932535917849973,0.9605840771487265,0.11735948056095477
6,0.9611618131579638,0.11614930187193373,0.9618793962128235,0.11285609148837852
7,0.9616273365446693,0.11399453103381585,0.9614312781077443,0.11452997745381611
8,0.9623649066636998,0.11209960009361265,0.9616849300084692,0.11645954256651528
9,0.96266272233166,0.11069757620156105,0.9626082249211543,0.11221555181299195
10,0.9630382666977674,0.10952302871341059,0.9661153977115949,0.10027734263884751
11,0.9635527919495674,0.1082961899598526,0.9645867166194049,0.10705442081177324
12,0.9638713075751882,0.10741656484120411,0.9652614322124106,0.10215861909373691
13,0.964202496023633,0.10629997116123678,0.9663453762729962,0.09943299934437329
14,0.9643486584794061,0.10569332490402311,0.9660883409507347,0.09840702761924176
15,0.9646452071425772,0.10489872938767922,0.9656216187007499,0.10202035248477125
16,0.9647943275183282,0.10436206774392717,0.9669338496797013,0.09734802158323652
17,0.9650089237542878,0.10362727335604144,0.9661796563050964,0.10021419722699758
18,0.9653054724851402,0.10290953063566088,0.9677810501871686,0.09491671514274044
19,0.965397140841697,0.10258187733754166,0.9662286960265853,0.10234482557033048
20,0.9654993694628125,0.10224669992382286,0.9668729733337056,0.09782724866897545
21,0.965674258108666,0.10157606948271428,0.9670691312714057,0.09704255921991937
22,0.9658880097274073,0.101115677103874,0.9684692948605075,0.09351787567420891
23,0.9659391240154045,0.10078345898349884,0.9668577541004527,0.09599755690433084
24,0.9661930068864866,0.10039932409091307,0.9678672911994385,0.09398922681893138
25,0.9661870931559309,0.10003566366382773,0.9680448492819612,0.09321875614819652
26,0.966421121600268,0.09946879085201282,0.9687872065739198,0.09267962688834153
27,0.966522505604165,0.09931398781311164,0.9687178736383265,0.09128850040759778
28,0.9665681283799741,0.09905846075089275,0.9686891262729963,0.09327072928603174
29,0.9667607589394283,0.09869224943550561,0.9682680622646302,0.09449098302248979
30,0.9668811523467641,0.09828457051294487,0.9684134914116426,0.09438235450846454
31,0.9669094560703123,0.09794678682860418,0.9692606902483738,0.09121356522805538
32,0.9671996679949454,0.09748742480132726,0.9689732174981724,0.0916301110886376
33,0.9671675632344693,0.09758302475622574,0.968386434154077,0.09175696149186204
34,0.9672055822331106,0.09739240218675854,0.9697899793133591,0.08900005378280625
35,0.9671320788206971,0.0971582658887812,0.9694551568591233,0.08987262159670618
36,0.9673606159220492,0.09679930178867335,0.9683644506515878,0.0919553381292093
37,0.9674362316896842,0.09630793881201433,0.969245472324617,0.0907650014117473
38,0.9675363489820775,0.09624641064560092,0.9696090407895319,0.08865468039770018
39,0.9675878856802059,0.09593856085041068,0.970009812215964,0.08816139507248547
40,0.967684200694848,0.09585425904285752,0.9696530072978049,0.0889984923979324
41,0.9677619288966658,0.09578039261592125,0.9698440918868239,0.0883735399622696
42,0.9678029043150165,0.09559528765823469,0.9702228795849915,0.08705267132344571
43,0.9678578210725286,0.0953484158589308,0.9694720684578925,0.08958934313391871
44,0.9679621622631894,0.09517847518538837,0.9690324028784578,0.09108371140124898
45,0.9679659642138145,0.09492042650772509,0.9700503955736305,0.08674581539817154
46,0.9681235323748202,0.09486665607293973,0.97015523969224,0.08735092813290204
47,0.967964697130064,0.09463169641389507,0.970226261471257,0.08800564174907226
48,0.9681847851376566,0.09432858667060744,0.9702685383233157,0.08764726439152251
49,0.9681188853106474,0.09428476007270326,0.9702194978341911,0.08809096648103812
0,0.9680466491286273,0.09484223520734335,0.9693959718400782,0.08888887566598978
0,0.9698449529927395,0.08754220839736478,0.9713474070935538,0.08375129723413424
1,0.9702407741054814,0.08678613768722707,0.9715063612117912,0.08314683547695026
2,0.9704836734445775,0.08650368724700788,0.9715926046172778,0.08303529808410641
3,0.9705157792653937,0.08611272547230474,0.9716010599425344,0.08296317678001343
4,0.9705470388446407,0.0859639110892481,0.9716534810987386,0.08286971481037185
5,0.9706251895129906,0.08599247521651031,0.9717261945659464,0.08234450711276044
6,0.97066320787994,0.08574807365692132,0.9717684695666486,0.08228224167233389
7,0.9706826400770372,0.08580210614938184,0.9718496387203535,0.08217678168280558
8,0.9707122114032258,0.08553265100436667,0.9717904536109983,0.08220103009970803
9,0.9708617520571476,0.08553365716621855,0.9718851506258502,0.08196833820618463
