epoch,binary_accuracy,loss,val_binary_accuracy,val_loss
0,0.8183796641953064,0.42391989629602794,0.9570878109304338,0.1331073480028428
1,0.9572722194772778,0.13563997564047123,0.960658904463729,0.11565849422822382
2,0.9619787441735917,0.11594344515804991,0.9660873038866156,0.10251843351053579
3,0.9646623909247644,0.1072100221659198,0.9669838727151753,0.10108159200123507
4,0.9662029058644266,0.10170393871482122,0.9674093656568773,0.09499699701294416
5,0.9672137124068809,0.09817214773008318,0.9704182017228247,0.08881881578336505
6,0.9681611053645611,0.09533289031294936,0.9691265299352684,0.09102456819452064
7,0.9686290953647007,0.09321639251500143,0.9705482120773615,0.08771923839279455
8,0.9692530804962823,0.09140877093640015,0.9710783894411915,0.08574957755054721
9,0.9698440910966107,0.0896323352332481,0.9721708230099411,0.08207674298024033
10,0.9700575814102635,0.08860572040024581,0.9710530623365278,0.08442271303571479
11,0.9704930193270698,0.08742029064080932,0.9712691849911989,0.08308831055094903
12,0.9718132813997341,0.08330599080178548,0.9736228994630649,0.07670877887423569
13,0.9721836140435753,0.08222765723582018,0.9739673440647558,0.07592635757308143
14,0.9724258534610272,0.08136169780751296,0.9737478453164382,0.07605742287798116
15,0.9726059467503518,0.08090271137683003,0.9740348815376928,0.07541686720278187
16,0.9727057155786138,0.08050348928734434,0.974095666282296,0.07526606298227895
17,0.9727086754459323,0.08042131532265832,0.9740348806359584,0.0751342515175128
18,0.9727796989408406,0.08003854282821218,0.9739470804693479,0.07529745090882464
19,0.9730380010875789,0.07958543555472385,0.9733915785257106,0.07691287506884598
20,0.9731584871808688,0.07910536334737006,0.9742662003108845,0.07482352652749027
21,0.97312931580977,0.07892029264970034,0.9742797089236226,0.07478171363811088
22,0.973281930861148,0.07861063347310956,0.9743725741324374,0.07439522553410004
23,0.9733842376732464,0.07836940784120199,0.9743995873902821,0.07452996424575437
24,0.9734417321781318,0.07821407913456135,0.9744519310892079,0.073970719129298
25,0.9734518787851839,0.07791697280622567,0.974438423738898,0.07407965752579351
26,0.973689043296106,0.07750632290615503,0.9734675606512626,0.07644384568796667
27,0.9738479989947695,0.07708362576297738,0.973600945837018,0.07619433396646637
28,0.973774440022129,0.07716641497911152,0.9744856994198959,0.07381355784743258
29,0.9738864692097361,0.07676563971309047,0.9742695775767859,0.07468437502631262
30,0.973965102027763,0.07666055086407472,0.9745498615205739,0.07374655404064731
31,0.9740931964281834,0.07621817331986896,0.974072028937751,0.07498351948930349
32,0.9740982701155272,0.07598491631391825,0.9747524783578835,0.07349577479053193
33,0.9742597617886283,0.07555227676886275,0.9742645127149284,0.07471210608447644
34,0.9743747514983018,0.07540557219251764,0.9747322174676788,0.07347148347437472
35,0.9743574173613028,0.07514531404683084,0.9748487204719058,0.07319086648625253
36,0.9743223290777567,0.075121201330683,0.9746173995345515,0.07345141770822558
37,0.974520179245508,0.07466857722311308,0.9747203983445392,0.07325869353428911
38,0.9745704870558146,0.07459643863169758,0.9748588501956207,0.07288999528357824
39,0.974775522315141,0.07412730079200683,0.9746461041756369,0.07338274636062118
40,0.9747611483841231,0.07384903304222407,0.9748436538065797,0.07285994309903815
41,0.9748664144087922,0.07365415961989626,0.9741328128707932,0.07484043771105166
42,0.974941242508816,0.07332334577980819,0.9747913125423368,0.07303000977558737
43,0.9750131107415214,0.07306887381921777,0.9748335251649461,0.07299277998518294
44,0.9750879380513321,0.07274551337133303,0.9748588522696098,0.0725923703529741
45,0.9752118050374768,0.07253910254150855,0.9749804212177755,0.07265017918239203
46,0.9752037733115934,0.07225888088543081,0.9747322162954241,0.07309080899584582
47,0.9754405151713978,0.07193017333999953,0.9749247007939891,0.07267824583510768
48,0.9754743352758162,0.07172429643599598,0.9749871735854156,0.07234721664063148
49,0.9754058501937173,0.07170982871515055,0.9747642963989419,0.07316946457513522
50,0.9754836367838311,0.07135397865380527,0.9750040575704128,0.07258078720809472
51,0.975629909472032,0.07094842548566786,0.9750074343854468,0.07260778208746492
52,0.9757673051772695,0.07063726712667355,0.9749871743969766,0.07257099217156149
53,0.9758290274125156,0.07036580093854079,0.9744857012233648,0.07379386450605024
54,0.9759558527532852,0.07005110293288122,0.9739926695462976,0.07555115211659227
55,0.9760408268281908,0.06975021365126877,0.9752066756701505,0.07218309565138709
56,0.9760797203941779,0.06945257202693911,0.9740348827099475,0.07517808538533285
57,0.9761900598804156,0.06905992525262815,0.9741074863071701,0.07561959852654707
58,0.9762424811043523,0.0689782099981764,0.974664675936937,0.07384782544874027
59,0.9763680398238428,0.06862703102894804,0.9741665825540828,0.07533300232068944
60,0.9764678088553024,0.06833517633124508,0.9750158776854603,0.07244568133273031
61,0.9766119687394662,0.06806480099418849,0.9747997559325237,0.07266884265008204
62,0.976674113151702,0.06758287452076646,0.9741834668997738,0.07508318144236317
63,0.976584911933451,0.06755408073888358,0.9741716488587153,0.07461327347346496
64,0.9767840298062022,0.06722415644873046,0.9749601594258365,0.07251948207819696
65,0.976898595984235,0.06693472439620757,0.9749652229350922,0.07254515632243091
