epoch,binary_accuracy,loss,lr,val_binary_accuracy,val_loss
0,0.7019953207768619,0.8616466294463483,1e-04,0.8124163827464435,0.8451430766565122
1,0.832193488037602,0.8205999727464202,1e-04,0.8531942153572416,0.8071497039914007
2,0.8659127147796309,0.8017513936918284,1e-04,0.8667032106485872,0.7984394006252785
3,0.8809812369720691,0.7922746413024105,1e-04,0.8768953442201406,0.8057081448796141
4,0.8869257461609636,0.7861347720016024,1e-04,0.8999368188036344,0.7738065041066705
5,0.8886335477160693,0.7804307024244592,1e-04,0.8884996999438918,0.7693459769317437
6,0.8841213859859605,0.7780834188348522,1e-04,0.8903392997418185,0.7695548167834049
7,0.8858409904428423,0.7745539308189733,1e-04,0.8986546732136412,0.7673677707189824
8,0.890430541847252,0.7715008176422091,1e-04,0.9018693279153226,0.7624768227121709
9,0.892038653447482,0.7703564813505873,1e-04,0.9079827513084451,0.7526254775496849
10,0.8927456483155143,0.76887752457444,1e-04,0.9101103701154846,0.7671520692004622
11,0.894638394397034,0.7660672003360892,1e-04,0.8939070144007283,0.7705206192494928
12,0.8952024143681191,0.764725642765043,1e-04,0.9029470746648671,0.7563024437390307
13,0.8943170339714085,0.7629125014317444,1e-04,0.9073323880968679,0.7508720661921506
14,0.8942409575782334,0.7602914845836624,1e-04,0.8980693438794933,0.7598033032605849
15,0.8945478891702902,0.7617914189023735,1e-04,0.9134551022477007,0.7545226415411863
16,0.8965035958736325,0.7602465749312308,1e-04,0.9103054797488123,0.758159519854495
17,0.8959802373208295,0.7580780321076803,1e-04,0.9096644092796993,0.7425995451726725
18,0.8966649324774515,0.7565655849115499,1e-04,0.906375425291111,0.757973301671174
19,0.8991781014500866,0.7544936123916332,1e-04,0.9105563379599326,0.7420984590959102
20,0.898484226074866,0.7550290073612214,1e-04,0.9170878503498748,0.7623576390383519
21,0.9003349993483548,0.7541487555733613,1e-04,0.9072673535371795,0.7581461525980565
22,0.8968157751699963,0.7522843940082549,1e-04,0.918806669739357,0.7520686884204257
23,0.9011233149601777,0.7519644962825386,1e-04,0.9156942150471238,0.7383110380569681
24,0.9014971426042215,0.7504863803548156,1e-04,0.9207020180530529,0.7486075388653345
25,0.9027563493753016,0.7505406691269043,1e-04,0.9028820413456499,0.751898828517882
26,0.9031800203724757,0.7488026028865407,1e-04,0.9076482789449464,0.7455538988857686
27,0.9020637867207988,0.7480083199539986,1e-04,0.9200423602383045,0.7366408281470188
28,0.9050084963425571,0.747192031270312,1e-04,0.9245112947693228,0.7436323352584482
29,0.9034764594455219,0.7489201867389524,1e-04,0.9214081268032681,0.7366558525490339
30,0.9031564114428975,0.7476420392281896,1e-04,0.9255518766893432,0.7487779356438461
31,0.9048104335317112,0.7447910162081045,1e-04,0.9212501828057709,0.7507850540788316
32,0.9035184340048278,0.7461409637699292,1e-04,0.9144585225634223,0.7379298185334617
33,0.9081814386376345,0.7399986223080303,5e-05,0.9217890567387552,0.7302856317543959
34,0.9108782419115327,0.7370033928156074,5e-05,0.9288408640892275,0.722161409634085
35,0.9124286430197629,0.7366018853156738,5e-05,0.9285992995509248,0.7271337401234272
36,0.912801157899307,0.7364821406613542,5e-05,0.9313215351005498,0.7269307332157965
37,0.9122843573109877,0.7343522701929612,5e-05,0.9264623871951148,0.7268292358713021
38,0.912348630627259,0.7363727030660221,5e-05,0.927521552429239,0.7276498445859189
39,0.9138268884783084,0.7335162522580211,5e-05,0.9273821893269264,0.728176722107271
40,0.9147791644016237,0.7306548890185562,2.5e-05,0.9287851189227307,0.7222820251218734
41,0.9143672991257784,0.7308784835100769,2.5e-05,0.9340066116508658,0.7197848474694092
42,0.9149444352009581,0.7293815083470099,2.5e-05,0.9333562476950059,0.7199873483267832
43,0.9152933401089155,0.7276591596947344,2.5e-05,0.9289802262611866,0.7191172131762669
44,0.9144328821505746,0.7289319556330696,2.5e-05,0.9309777747704012,0.7188481066403106
45,0.9166692877036456,0.7282551179657918,2.5e-05,0.9321019743781432,0.7190650294648249
46,0.9163112005981489,0.727406056657208,2.5e-05,0.9324364487263961,0.7172027733273858
47,0.9164266283595827,0.7286272952608097,2.5e-05,0.930411023788472,0.7199092340518979
48,0.9176635368465414,0.7269980666464745,2.5e-05,0.9348613795331068,0.7182521880851452
49,0.9179061970749983,0.7266496357035843,2.5e-05,0.9333097917976538,0.7168165615892559
50,0.9174261233241648,0.7270280009011646,2.5e-05,0.9331611423413041,0.719167188104556
51,0.9180281818202016,0.7270782219079932,2.5e-05,0.9313679932307503,0.7180859451487459
52,0.918350855273018,0.7246322135874856,2.5e-05,0.933049649837486,0.7172060006615026
53,0.9184308670963575,0.7259401296035158,2.5e-05,0.93127508428913,0.7175290350735374
54,0.9184072572911418,0.7250618535778466,2.5e-05,0.9352887614584614,0.7153818069586024
55,0.9180150651294299,0.7241069322310479,2.5e-05,0.9350286135440314,0.715397209208168
56,0.9193818314635528,0.7249067811446164,2.5e-05,0.9337743398550273,0.7180077357917373
57,0.9196940095690496,0.7235162964349839,2.5e-05,0.9334119945361389,0.7157322088339823
58,0.9184584116662531,0.7245323668584716,2.5e-05,0.9340716504901803,0.7156188466298344
59,0.9187496040244626,0.7241399079337946,2.5e-05,0.9337557621230445,0.713360352273042
60,0.9190604713268877,0.7227607144208947,2.5e-05,0.9340623574996217,0.7126733923057612
61,0.9197792686763901,0.7217620620822809,2.5e-05,0.9362085617915897,0.7153262830301577
62,0.9191758982827349,0.7227009933338443,2.5e-05,0.9318418277041846,0.716290501848592
63,0.9196795823466538,0.7228408183175176,2.5e-05,0.9320833916222516,0.7161759386201555
64,0.9199799552386915,0.722227843861687,2.5e-05,0.9325386488598914,0.7129064475212336
65,0.9182052576140859,0.7214018753644249,2.5e-05,0.9318697033265875,0.7137696276594275
66,0.9185738390949446,0.7223550852251872,1.25e-05,0.9334398669333165,0.7127426487474114
67,0.9203131202823426,0.7177835435914244,1.25e-05,0.9350657789317676,0.7125955309009453
68,0.9200442266373167,0.7197107045910021,1.25e-05,0.93530733981068,0.7124372749249223
69,0.9206449745141656,0.71870623662711,1.25e-05,0.936766017426065,0.7140858764454924
