epoch,binary_accuracy,loss,lr,val_binary_accuracy,val_loss
0,0.9348845925699665,0.19660464277099998,1e-04,0.9493970256347161,0.16054692893833308
1,0.9487664852868573,0.15597943507830653,1e-04,0.9527365459404983,0.1452650729247502
2,0.9518928989876412,0.143369328352962,1e-04,0.9532281969119976,0.1404330555417321
3,0.9539343163203583,0.1344098794903467,1e-04,0.9553617770331246,0.13462760778216573
4,0.9558340402399537,0.12826482560582764,1e-04,0.956901669006843,0.1273250536252926
5,0.9569715137047627,0.12402365443336211,1e-04,0.9590538064845197,0.12202701977708123
6,0.9584789607143185,0.1197092982637051,1e-04,0.9547124345271618,0.13595272632388325
7,0.9591428148703575,0.11681435919707461,1e-04,0.9543135426880477,0.13851601196573926
8,0.9600297035945696,0.11449258364301855,1e-04,0.9597588130715605,0.12022538628671077
9,0.9609310238596607,0.1118619290576886,1e-04,0.9603617798817622,0.11625481744091232
10,0.9613456039379314,0.1101535740763827,1e-04,0.9606493504635699,0.11818876217712056
11,0.9619307383434015,0.10833374108322992,1e-04,0.9618274609454266,0.1102908865275321
12,0.9623925517854487,0.10668669291233107,1e-04,0.9626808907459309,0.11181692947040904
13,0.9628884740960422,0.10539202842223426,1e-04,0.9633580717792759,0.10834112552079288
14,0.9633030547085696,0.10369955952114436,1e-04,0.9631910953583656,0.10865725887673242
15,0.9636953308084659,0.10276402583633563,1e-04,0.9628942504796115,0.10737356108117413
16,0.9638501437552381,0.10151325755495143,1e-04,0.9602690179317028,0.11548466928593525
17,0.9643276992345853,0.10011858685553429,1e-04,0.9652875722228706,0.10094796834053932
18,0.9646583141871391,0.09930465583955066,1e-04,0.9621428576382723,0.11631509984468485
19,0.9650059851854941,0.09817717772082012,1e-04,0.9624768111303255,0.10800786001341683
20,0.9654677953650727,0.0967558055424198,1e-04,0.9638311685524977,0.10567911803722381
21,0.9659519096368836,0.09588094061892911,1e-04,0.9644434163477513,0.10389634194312157
22,0.9658718806160564,0.09523854866469514,1e-04,0.9655936935040857,0.10028050223728278
23,0.9663061407545857,0.09410263957165226,1e-04,0.9651298715851524,0.0997595447224456
24,0.9664662004953513,0.09343527989363076,1e-04,0.962384046362592,0.10662753037431023
25,0.9668269910448734,0.09265624051532496,1e-04,0.9649536180186581,0.10328412601700077
26,0.96714054992973,0.09156606280079368,1e-04,0.9638682759891857,0.10570255976992768
27,0.9671589189680693,0.0907970838668581,1e-04,0.9652040808541434,0.10042292574783425
28,0.9674527975956055,0.0899360553530415,1e-04,0.9660946212186442,0.09948069190824187
29,0.9678424500313769,0.08959428265873633,1e-04,0.9657884961289245,0.10022358841323234
30,0.968041869559844,0.08874216348799888,1e-04,0.9666048287106799,0.09816579112758884
31,0.9683081987550332,0.08830923530154834,1e-04,0.9624860842816242,0.11257537503521163
32,0.9685259844534946,0.08763589547585358,1e-04,0.9663821933486245,0.09773563752700756
33,0.9688014972526106,0.08642734357341768,1e-04,0.9640259742736816,0.10620304287254036
34,0.9689956677537164,0.08631622498543938,1e-04,0.9655287590893832,0.10144063487455442
35,0.969201645465945,0.08519369548366068,1e-04,0.9654359941049055,0.10052520310723936
36,0.969390571113022,0.08458068643985152,1e-04,0.9662430428529715,0.09982879315103803
37,0.9696503383364827,0.08362784020175189,1e-04,0.9669944358800913,0.09688859697673227
38,0.9700308069537489,0.08252497898742757,1e-04,0.9656493511138025,0.10093888561059902
39,0.970156757160337,0.08208566938280122,1e-04,0.9642764394314258,0.10483243216167797
40,0.970101653049418,0.0819773177245644,1e-04,0.9665955499240331,0.09778765269301154
41,0.9705542805797251,0.08088724345930019,1e-04,0.9670964749138077,0.0975881481983445
42,0.9709347512858469,0.07987800797216425,1e-04,0.9646196667559735,0.1052066834870871
43,0.9724828690174403,0.07581490742187857,5e-05,0.9676716167276556,0.09709874796015876
44,0.9727491999248782,0.07459273476414445,5e-05,0.9680426759224433,0.0939809727513945
45,0.9734012451794415,0.07279361248887808,5e-05,0.9668831228900265,0.0985073395595922
46,0.9732582415808185,0.07272177771468435,5e-05,0.9685621558845817,0.0911762086911635
47,0.9738473133698908,0.07177644914442959,5e-05,0.9684786669929306,0.09198861518463532
48,0.9739430868715852,0.07104088697533492,5e-05,0.9679035292972218,0.09466420657448954
49,0.9741044580809436,0.07039348223259566,5e-05,0.9680983332844524,0.0958205693611851
50,0.9743235565748811,0.06931573008851173,5e-05,0.9655844203527871,0.10319977905843165
51,0.9747263291267301,0.06869735124715762,5e-05,0.9683766288571544,0.09561186302017856
52,0.975886105720358,0.06553877574811036,2.5e-05,0.9687105807700714,0.09491663788820243
53,0.9762928148631826,0.06459586410000116,2.5e-05,0.9694063117287376,0.09320661873012394
54,0.9764961698177709,0.06395905055272641,2.5e-05,0.9691001891780209,0.09467249702323567
55,0.976543401534986,0.06346741331087488,2.5e-05,0.9688775548067959,0.09497573293648758
56,0.9769081280317482,0.0625928563434839,2.5e-05,0.9686270906708457,0.0983435611755817
57,0.9778146953097904,0.0604438873043611,1.25e-05,0.969285717970365,0.09453928529442131
58,0.9779117808887797,0.0598819667753838,1.25e-05,0.9693599301499206,0.09326103118719993
59,0.9781164473820272,0.0595708397006964,1.25e-05,0.9696103943477977,0.09382885232374266
60,0.978311930214419,0.0590317369234872,1.25e-05,0.9692578894751412,0.09541709467188104
61,0.9784405030428939,0.058948788090956813,1.25e-05,0.9690074251224469,0.0955191974051587
62,0.9786425454384802,0.05793629119933707,6.25e-06,0.9691558466948472,0.0950544525044305
63,0.9787698050817344,0.057283625501519955,6.25e-06,0.968859002559216,0.09652897862644938
64,0.9791647072192565,0.056883571441606565,6.25e-06,0.969239335493608,0.09442852051227124
65,0.9793221432433473,0.05676468499741086,6.25e-06,0.9692022306268866,0.09427686870098113
66,0.9793536308913356,0.05635912112284614,6.25e-06,0.9692764431160766,0.09610796149674948
